PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
18399354,[Nitric oxide production in plants],Małolepsza U.,Postepy Biochem. 2007;53(3):263-71.,Małolepsza U,Postepy Biochem,2007,2008/4/11,,,
18351680,Protopanaxadiol 6-hydroxylase and its role in regulating the ginsenoside heterogeneity in Panax notoginseng cells,"Yue CJ, Zhou X, Zhong JJ.",Biotechnol Bioeng. 2008 Aug 1;100(5):933-40. doi: 10.1002/bit.21829.,Yue CJ,Biotechnol Bioeng,2008,2008/3/21,,,10.1002/bit.21829
18331392,"Evaluation of cytotoxic, genotoxic and CYP450 enzymatic competition effects of Tanzanian plant extracts traditionally used for treatment of fungal infections","van den Bout-van den Beukel CJ, Hamza OJ, Moshi MJ, Matee MI, Mikx F, Burger DM, Koopmans PP, Verweij PE, Schoonen WG, van der Ven AJ.",Basic Clin Pharmacol Toxicol. 2008 Jun;102(6):515-26. doi: 10.1111/j.1742-7843.2008.00225.x. Epub 2008 Mar 7.,van den Bout-van den Beukel CJ,Basic Clin Pharmacol Toxicol,2008,2008/3/12,,,10.1111/j.1742-7843.2008.00225.x
18242035,Metabolism pathway of vinorelbine (Navelbine) in human: characterisation of the metabolites by HPLC-MS/MS,"de Graeve J, van Heugen JC, Zorza G, Fahy J, Puozzo C.",J Pharm Biomed Anal. 2008 May 12;47(1):47-58. doi: 10.1016/j.jpba.2007.12.006. Epub 2007 Dec 15.,de Graeve J,J Pharm Biomed Anal,2008,2008/2/5,,,10.1016/j.jpba.2007.12.006
18205321,"Formation of formaldehyde adducts in the reactions of DNA and deoxyribonucleosides with alpha-acetates of 4-(methylnitrosamino)-1-(3-pyridyl)-1-butanone (NNK), 4-(methylnitrosamino)-1-(3-pyridyl)-1-butanol (NNAL), and N-nitrosodimethylamine (NDMA)","Cheng G, Wang M, Upadhyaya P, Villalta PW, Hecht SS.",Chem Res Toxicol. 2008 Mar;21(3):746-51. doi: 10.1021/tx7003823. Epub 2008 Jan 19.,Cheng G,Chem Res Toxicol,2008,2008/1/22,,,10.1021/tx7003823
18084652,"Metabolic transformations of antitumor imidazoacridinone, C-1311, with microsomal fractions of rat and human liver","Wiśniewska A, Chrapkowska A, Kot-Wasik A, Konopa J, Mazerska Z.",Acta Biochim Pol. 2007;54(4):831-8. Epub 2007 Dec 17.,Wiśniewska A,Acta Biochim Pol,2007,2007/12/18,,,
18001809,Androgenic endocrine disruptors in wastewater treatment plant effluents in India: their influence on reproductive processes and systemic toxicity in male rats,"Kumar V, Chakraborty A, Viswanath G, Roy P.",Toxicol Appl Pharmacol. 2008 Jan 1;226(1):60-73. doi: 10.1016/j.taap.2007.08.023. Epub 2007 Sep 5.,Kumar V,Toxicol Appl Pharmacol,2008,2007/11/16,,,10.1016/j.taap.2007.08.023
17914885,Chemical and enzymatic oxidation of furosemide: formation of pyridinium salts,"Chen LJ, Burka LT.",Chem Res Toxicol. 2007 Dec;20(12):1741-4. doi: 10.1021/tx700262z. Epub 2007 Oct 4.,Chen LJ,Chem Res Toxicol,2007,2007/10/5,,,10.1021/tx700262z
17907788,Peroxynitrite inactivation of human cytochrome P450s 2B6 and 2E1: heme modification and site-specific nitrotyrosine formation,"Lin HL, Myshkin E, Waskell L, Hollenberg PF.",Chem Res Toxicol. 2007 Nov;20(11):1612-22. doi: 10.1021/tx700220e. Epub 2007 Oct 2.,Lin HL,Chem Res Toxicol,2007,2007/10/3,,,10.1021/tx700220e
17892269,Bioactivation of phencyclidine in rat and human liver microsomes and recombinant P450 2B enzymes: evidence for the formation of a novel quinone methide intermediate,"Driscoll JP, Kornecki K, Wolkowski JP, Chupak L, Kalgutkar AS, O'Donnell JP.",Chem Res Toxicol. 2007 Oct;20(10):1488-97. doi: 10.1021/tx700145k. Epub 2007 Sep 25.,Driscoll JP,Chem Res Toxicol,2007,2007/9/26,,,10.1021/tx700145k
17887751,Sulfur K-edge X-ray absorption spectroscopy and density functional theory calculations on superoxide reductase: role of the axial thiolate in reactivity,"Dey A, Jenney FE Jr, Adams MW, Johnson MK, Hodgson KO, Hedman B, Solomon EI.",J Am Chem Soc. 2007 Oct 17;129(41):12418-31. doi: 10.1021/ja064167p. Epub 2007 Sep 22.,Dey A,J Am Chem Soc,2007,2007/9/25,PMC2533108,NIHMS60332,10.1021/ja064167p
17879722,[Functional genomics studies of Salvia miltiorrhiza II--gene expression profiling of different stage of hairy root],"Cui GH, Huang LQ, Qiu DY, Yuan Y, Fu GF.",Zhongguo Zhong Yao Za Zhi. 2007 Jul;32(13):1267-72.,Cui GH,Zhongguo Zhong Yao Za Zhi,2007,2007/9/21,,,
17827502,Intramolecular electron transfer in a cytochrome P450cam system with a site-specific branched structure,"Hirakawa H, Kamiya N, Tanaka T, Nagamune T.",Protein Eng Des Sel. 2007 Sep;20(9):453-9. doi: 10.1093/protein/gzm045. Epub 2007 Sep 7.,Hirakawa H,Protein Eng Des Sel,2007,2007/9/11,,,10.1093/protein/gzm045
17786622,"Comparison of the 17 alpha-hydroxylase/C17,20-lyase activities of porcine, guinea pig and bovine P450c17 using purified recombinant fusion proteins containing P450c17 linked to NADPH-P450 reductase","Shet MS, Fisher CW, Tremblay Y, Belanger A, Conley AJ, Mason JI, Estabrook RW.",Drug Metab Rev. 2007;39(2-3):289-307. doi: 10.1080/03602530701468391.,Shet MS,Drug Metab Rev,2007,2007/9/6,,,10.1080/03602530701468391
17701204,Differential metabolomics unraveling light/dark regulation of metabolic activities in Arabidopsis cell culture,"Nakamura Y, Kimura A, Saga H, Oikawa A, Shinbo Y, Kai K, Sakurai N, Suzuki H, Kitayama M, Shibata D, Kanaya S, Ohta D.",Planta. 2007 Dec;227(1):57-66. doi: 10.1007/s00425-007-0594-z. Epub 2007 Aug 15.,Nakamura Y,Planta,2007,2007/8/19,,,10.1007/s00425-007-0594-z
17700000,The oxidative hypothesis of senescence,"Gilca M, Stoian I, Atanasiu V, Virgolici B.",J Postgrad Med. 2007 Jul-Sep;53(3):207-13. doi: 10.4103/0022-3859.33869.,Gilca M,J Postgrad Med,2007,2007/8/19,,,10.4103/0022-3859.33869
17614007,Study on the cytochrome P450-mediated oxidative metabolism of the terpene alcohol linalool: indication of biological epoxidation,"Meesters RJ, Duisken M, Hollender J.",Xenobiotica. 2007 Jun;37(6):604-17. doi: 10.1080/00498250701393191.,Meesters RJ,Xenobiotica,2007,2007/7/7,,,10.1080/00498250701393191
17590985,Removal of acetaldehyde from the body,"Deitrich RA, Petersen D, Vasiliou V.","Novartis Found Symp. 2007;285:23-40; discussion 40-51, 198-9. doi: 10.1002/9780470511848.ch3.",Deitrich RA,Novartis Found Symp,2007,2007/6/27,,,10.1002/9780470511848.ch3
17590984,"Acetaldehyde generating enzyme systems: roles of alcohol dehydrogenase, CYP2E1 and catalase, and speculations on the role of other enzymes and processes","Crabb DW, Liangpunsakul S.","Novartis Found Symp. 2007;285:4-16; discussion 16-22, 198-9. doi: 10.1002/9780470511848.ch2.",Crabb DW,Novartis Found Symp,2007,2007/6/27,,,10.1002/9780470511848.ch2
17557840,Degradation pathway of bisphenol A: does ipso substitution apply to phenols containing a quaternary alpha-carbon structure in the para position?,"Kolvenbach B, Schlaich N, Raoui Z, Prell J, Zühlke S, Schäffer A, Guengerich FP, Corvini PF.",Appl Environ Microbiol. 2007 Aug;73(15):4776-84. doi: 10.1128/AEM.00329-07. Epub 2007 Jun 8.,Kolvenbach B,Appl Environ Microbiol,2007,2007/6/15,PMC1951029,,10.1128/AEM.00329-07
17537393,Extending the capabilities of nature's most versatile catalysts: directed evolution of mammalian xenobiotic-metabolizing P450s,Gillam EM.,Arch Biochem Biophys. 2007 Aug 15;464(2):176-86. doi: 10.1016/j.abb.2007.04.033. Epub 2007 May 15.,Gillam EM,Arch Biochem Biophys,2007,2007/6/1,,,10.1016/j.abb.2007.04.033
17496206,Kinetics of valproic acid glucuronidation: evidence for in vivo autoactivation,"Wong H, Tong V, Riggs KW, Rurak DW, Abbott FS, Kumar S.",Drug Metab Dispos. 2007 Aug;35(8):1380-6. doi: 10.1124/dmd.107.015719. Epub 2007 May 11.,Wong H,Drug Metab Dispos,2007,2007/5/15,,,10.1124/dmd.107.015719
17469792,High-valent iron(IV)-oxo complexes of heme and non-heme ligands in oxygenation reactions,Nam W.,Acc Chem Res. 2007 Jul;40(7):522-31. doi: 10.1021/ar700027f. Epub 2007 May 1.,Nam W,Acc Chem Res,2007,2007/5/2,,,10.1021/ar700027f
17459590,Expression and characterization of cytochrome P450 2X1 in channel catfish (Ictalurus punctatus),"Mosadeghi S, Furnes B, Matsuo AY, Schlenk D.",Biochim Biophys Acta. 2007 Jul;1770(7):1045-52. doi: 10.1016/j.bbagen.2007.03.008. Epub 2007 Mar 21.,Mosadeghi S,Biochim Biophys Acta,2007,2007/4/27,,,10.1016/j.bbagen.2007.03.008
17394360,Identification of adducts formed in the reaction of alpha-acetoxy-N-nitrosopyrrolidine with deoxyribonucleosides and DNA,"Wang M, Lao Y, Cheng G, Shi Y, Villalta PW, Hecht SS.",Chem Res Toxicol. 2007 Apr;20(4):625-33. doi: 10.1021/tx600332p. Epub 2007 Mar 30.,Wang M,Chem Res Toxicol,2007,2007/3/31,PMC2518840,NIHMS59301,10.1021/tx600332p
17377945,Study of recombinant cytochrome P450 2C9 activity with diclofenac by MEKC,"Konecný J, Jurica J, Tomandl J, Glatz Z.",Electrophoresis. 2007 Apr;28(8):1229-34. doi: 10.1002/elps.200600560.,Konecný J,Electrophoresis,2007,2007/3/23,,,10.1002/elps.200600560
17375979,The role of pharmacogenetics in the metabolism of antiepileptic drugs: pharmacokinetic and therapeutic implications,Klotz U.,Clin Pharmacokinet. 2007;46(4):271-9. doi: 10.2165/00003088-200746040-00001.,Klotz U,Clin Pharmacokinet,2007,2007/3/23,,,10.2165/00003088-200746040-00001
17364183,Effects of the anticancer dehydrotarplatin on cytochrome P450 and antioxidant enzymes in male rat tissues,"Nannelli A, Messina A, Marini S, Trasciatti S, Longo V, Gervasi PG.",Arch Toxicol. 2007 Jul;81(7):479-87. doi: 10.1007/s00204-007-0184-7. Epub 2007 Mar 16.,Nannelli A,Arch Toxicol,2007,2007/3/17,,,10.1007/s00204-007-0184-7
17332599,Ontogenic development-associated changes in the expression of genes involved in rat bile acid homeostasis,"Cuesta de Juan S, Monte MJ, Macias RI, Wauthier V, Calderon PB, Marin JJ.",J Lipid Res. 2007 Jun;48(6):1362-70. doi: 10.1194/jlr.M700034-JLR200. Epub 2007 Mar 1.,Cuesta de Juan S,J Lipid Res,2007,2007/3/3,,,10.1194/jlr.M700034-JLR200
17284003,Structural dynamics of the cooperative binding of organic molecules in the human cytochrome P450 3A4,"Fishelovitch D, Hazan C, Shaik S, Wolfson HJ, Nussinov R.",J Am Chem Soc. 2007 Feb 14;129(6):1602-11. doi: 10.1021/ja066007j.,Fishelovitch D,J Am Chem Soc,2007,2007/2/8,,,10.1021/ja066007j
17275678,Gp91phox-containing NAD(P)H oxidase increases superoxide formation by doxorubicin and NADPH,"Deng S, Kruger A, Kleschyov AL, Kalinowski L, Daiber A, Wojnowski L.",Free Radic Biol Med. 2007 Feb 15;42(4):466-73. doi: 10.1016/j.freeradbiomed.2006.11.013. Epub 2006 Nov 15.,Deng S,Free Radic Biol Med,2007,2007/2/6,,,10.1016/j.freeradbiomed.2006.11.013
17249386,Cytochrome P450: another player in the myocardial infarction game?,Sunder-Plassmann R.,Adv Clin Chem. 2007;43:229-80.,Sunder-Plassmann R,Adv Clin Chem,2007,2007/1/26,,,
17221166,Enzymatic hydroxylation of aromatic compounds,"Ullrich R, Hofrichter M.",Cell Mol Life Sci. 2007 Feb;64(3):271-93. doi: 10.1007/s00018-007-6362-1.,Ullrich R,Cell Mol Life Sci,2007,2007/1/16,PMC11138414,,10.1007/s00018-007-6362-1
17217560,"Dietary trans 10, cis 12-conjugated linoleic acid reduces the expression of fatty acid oxidation and drug detoxification enzymes in mouse liver","Rasooly R, Kelley DS, Greg J, Mackey BE.",Br J Nutr. 2007 Jan;97(1):58-66. doi: 10.1017/S0007114507257745.,Rasooly R,Br J Nutr,2007,2007/1/16,,,10.1017/S0007114507257745
17161434,"Expression, microsomal and mitochondrial activities of cytochrome P450 enzymes in brain regions from control and phenobarbital-treated rabbits","Marini S, Nannelli A, Sodini D, Dragoni S, Valoti M, Longo V, Gervasi PG.",Life Sci. 2007 Feb 13;80(10):910-7. doi: 10.1016/j.lfs.2006.11.022. Epub 2006 Nov 16.,Marini S,Life Sci,2007,2006/12/13,,,10.1016/j.lfs.2006.11.022
17112342,"Mouse Cyp4a isoforms: enzymatic properties, gender- and strain-specific expression, and role in renal 20-hydroxyeicosatetraenoic acid formation","Muller DN, Schmidt C, Barbosa-Sicard E, Wellner M, Gross V, Hercule H, Markovic M, Honeck H, Luft FC, Schunck WH.",Biochem J. 2007 Apr 1;403(1):109-18. doi: 10.1042/BJ20061328.,Muller DN,Biochem J,2007,2006/11/23,PMC1828894,,10.1042/BJ20061328
16971301,Kinetics of the oxidoreductase involved in the conversion of O-methylsterigmatocystin to aflatoxin B1,"Gengan RM, Chuturgoon AA, Dutton MF.",Prep Biochem Biotechnol. 2006;36(4):297-306. doi: 10.1080/10826060600912435.,Gengan RM,Prep Biochem Biotechnol,2006,2006/9/15,,,10.1080/10826060600912435
16959215,"Reduction of Nomega-hydroxy-L-arginine to L-arginine by pig liver microsomes, mitochondria, and human liver microsomes","Clement B, Kunze T, Heberling S.",Biochem Biophys Res Commun. 2006 Oct 20;349(2):869-73. doi: 10.1016/j.bbrc.2006.08.123. Epub 2006 Aug 31.,Clement B,Biochem Biophys Res Commun,2006,2006/9/9,,,10.1016/j.bbrc.2006.08.123
16922653,Generation of human hepatocytes by stem cell technology: definition of the hepatocyte,"Hengstler JG, Brulport M, Schormann W, Bauer A, Hermes M, Nussler AK, Fandrich F, Ruhnke M, Ungefroren H, Griffin L, Bockamp E, Oesch F, von Mach MA.",Expert Opin Drug Metab Toxicol. 2005 Jun;1(1):61-74. doi: 10.1517/17425255.1.1.61.,Hengstler JG,Expert Opin Drug Metab Toxicol,2005,2006/8/23,,,10.1517/17425255.1.1.61
16919048,In vivo and mechanistic evidence of nuclear receptor CAR induction by artemisinin,"Simonsson US, Lindell M, Raffalli-Mathieu F, Lannerbro A, Honkakoski P, Lang MA.",Eur J Clin Invest. 2006 Sep;36(9):647-53. doi: 10.1111/j.1365-2362.2006.01700.x.,Simonsson US,Eur J Clin Invest,2006,2006/8/22,,,10.1111/j.1365-2362.2006.01700.x
16907717,The expression of cytochrome P-450 and cytochrome P-450 reductase genes in the simultaneous transformation of corticosteroids and phenanthrene by Cunninghamella elegans,"Lisowska K, Szemraj J, Rózalska S, Długoński J.",FEMS Microbiol Lett. 2006 Aug;261(2):175-80. doi: 10.1111/j.1574-6968.2006.00339.x.,Lisowska K,FEMS Microbiol Lett,2006,2006/8/16,,,10.1111/j.1574-6968.2006.00339.x
16815962,Dietary inulin alleviates hepatic steatosis and xenobiotics-induced liver injury in rats fed a high-fat and high-sucrose diet: association with the suppression of hepatic cytochrome P450 and hepatocyte nuclear factor 4alpha expression,"Sugatani J, Wada T, Osabe M, Yamakawa K, Yoshinari K, Miwa M.",Drug Metab Dispos. 2006 Oct;34(10):1677-87. doi: 10.1124/dmd.106.010645. Epub 2006 Jun 30.,Sugatani J,Drug Metab Dispos,2006,2006/7/4,,,10.1124/dmd.106.010645
16797820,Catechin prevents tamoxifen-induced oxidative stress and biochemical perturbations in mice,"Parvez S, Tabassum H, Rehman H, Banerjee BD, Athar M, Raisuddin S.",Toxicology. 2006 Aug 15;225(2-3):109-18. doi: 10.1016/j.tox.2006.05.009. Epub 2006 May 20.,Parvez S,Toxicology,2006,2006/6/27,,,10.1016/j.tox.2006.05.009
16769893,Design of metal cofactors activated by a protein-protein electron transfer system,"Ueno T, Yokoi N, Unno M, Matsui T, Tokita Y, Yamada M, Ikeda-Saito M, Nakajima H, Watanabe Y.",Proc Natl Acad Sci U S A. 2006 Jun 20;103(25):9416-21. doi: 10.1073/pnas.0510968103. Epub 2006 Jun 12.,Ueno T,Proc Natl Acad Sci U S A,2006,2006/6/14,PMC1480422,,10.1073/pnas.0510968103
16765925,"Synthesis of DNA oligodeoxynucleotides containing structurally defined N6-(2-hydroxy-3-buten-1-yl)-adenine adducts of 3,4-epoxy-1-butene","Dorr DQ, Murphy K, Tretyakova N.",Chem Biol Interact. 2007 Mar 20;166(1-3):104-11. doi: 10.1016/j.cbi.2006.05.001.,Dorr DQ,Chem Biol Interact,2007,2006/6/13,,,10.1016/j.cbi.2006.05.001
16759725,Cytochrome P450 monooxygenases: perspectives for synthetic application,"Urlacher VB, Eiben S.",Trends Biotechnol. 2006 Jul;24(7):324-30. doi: 10.1016/j.tibtech.2006.05.002. Epub 2006 Jun 6.,Urlacher VB,Trends Biotechnol,2006,2006/6/9,,,10.1016/j.tibtech.2006.05.002
20622990,Cytochrome P450 oxygenases of Taxol biosynthesis,"Kaspera R, Croteau R.",Phytochem Rev. 2006 Jun;5(2-3):433-444. doi: 10.1007/s11101-006-9006-4.,Kaspera R,Phytochem Rev,2006,2011/9/28,PMC2901147,NIHMS194989,10.1007/s11101-006-9006-4
16719386,An isocratic high-performance liquid chromatography assay for CYP7A1-catalyzed cholesterol 7alpha-hydroxylation,"Waxman DJ, Chang TK.",Methods Mol Biol. 2006;320:149-52.,Waxman DJ,Methods Mol Biol,2006,2006/5/25,,,
16719384,Thin-layer chromatography analysis of human CYP3A-catalyzed testosterone 6beta-hydroxylation,"Waxman DJ, Chang TK.",Methods Mol Biol. 2006;320:133-41.,Waxman DJ,Methods Mol Biol,2006,2006/5/25,,,
16719383,Spectrophotometric analysis of human CYP2E1-catalyzed p-nitrophenol hydroxylation,"Chang TK, Crespi CL, Waxman DJ.",Methods Mol Biol. 2006;320:127-31. doi: 10.1385/1-59259-998-2:127.,Chang TK,Methods Mol Biol,2006,2006/5/25,,,10.1385/1-59259-998-2:127
16719379,High-performance liquid chromatography analysis of CYP2C8-catalyzed paclitaxel 6alpha-hydroxylation,"Crespi CL, Chang TK, Waxman DJ.",Methods Mol Biol. 2006;320:103-7.,Crespi CL,Methods Mol Biol,2006,2006/5/25,,,
16719377,Spectrofluorometric analysis of CYP2A6-catalyzed coumarin 7-hydroxylation,"Waxman DJ, Chang TK.",Methods Mol Biol. 2006;320:91-6. doi: 10.1385/1-59259-998-2:91.,Waxman DJ,Methods Mol Biol,2006,2006/5/25,,,10.1385/1-59259-998-2:91
16544948,Identification of adducts formed in the reaction of 5'-acetoxy-N'-nitrosonornicotine with deoxyguanosine and DNA,"Upadhyaya P, McIntee EJ, Villalta PW, Hecht SS.",Chem Res Toxicol. 2006 Mar;19(3):426-35. doi: 10.1021/tx050323e.,Upadhyaya P,Chem Res Toxicol,2006,2006/3/21,PMC2518848,NIHMS59287,10.1021/tx050323e
16527260,"Cytochrome P450 expression and metabolic activation of cooked food mutagen 2-amino-1-methyl-6-phenylimidazo[4,5-b]pyridine (PhIP) in MCF10A breast epithelial cells","Thomas RD, Green MR, Wilson C, Weckle AL, Duanmu Z, Kocarek TA, Runge-Morris M.",Chem Biol Interact. 2006 Apr 15;160(3):204-16. doi: 10.1016/j.cbi.2006.01.007. Epub 2006 Mar 9.,Thomas RD,Chem Biol Interact,2006,2006/3/11,,,10.1016/j.cbi.2006.01.007
16448118,"The ""somersault"" mechanism for the p-450 hydroxylation of hydrocarbons. The intervention of transient inverted metastable hydroperoxides","Bach RD, Dmitrenko O.",J Am Chem Soc. 2006 Feb 8;128(5):1474-88. doi: 10.1021/ja052111+.,Bach RD,J Am Chem Soc,2006,2006/2/2,,,10.1021/ja052111+
16438799,The existence and significance of a mitochondrial nitrite reductase,"Nohl H, Staniek K, Kozlov AV.",Redox Rep. 2005;10(6):281-6. doi: 10.1179/135100005X83707.,Nohl H,Redox Rep,2005,2006/1/28,,,10.1179/135100005X83707
16406803,Characterization of heme environment and mechanism of peroxide bond cleavage in human prostacyclin synthase,"Yeh HC, Hsu PY, Wang JS, Tsai AL, Wang LH.",Biochim Biophys Acta. 2005 Dec 30;1738(1-3):121-32. doi: 10.1016/j.bbalip.2005.11.007. Epub 2005 Dec 20.,Yeh HC,Biochim Biophys Acta,2005,2006/1/13,PMC2850101,NIHMS188737,10.1016/j.bbalip.2005.11.007
16406388,Fluconazole-induced hepatic cytochrome P450 gene expression and enzymatic activities in rats and mice,"Sun G, Thai SF, Lambert GR, Wolf DC, Tully DB, Goetz AK, George MH, Grindstaff RD, Dix DJ, Nesnow S.",Toxicol Lett. 2006 Jun 20;164(1):44-53. doi: 10.1016/j.toxlet.2005.11.015. Epub 2006 Jan 6.,Sun G,Toxicol Lett,2006,2006/1/13,,,10.1016/j.toxlet.2005.11.015
16398115,Biotransformation of the polycyclic aromatic hydrocarbon pyrene in the marine polychaete Nereis virens,"Jørgensen A, Glessing AM, Rasmussen LJ, Andersen O.",Environ Toxicol Chem. 2005 Nov;24(11):2796-805. doi: 10.1897/05-047r.1.,Jørgensen A,Environ Toxicol Chem,2005,2006/1/10,,,10.1897/05-047r.1
27699668,An Isocratic High-Performance Liquid Chromatography Assay for CYP7A1-Catalyzed Cholesterol 7α-Hydroxylation,"Waxman DJ, Chang TK.",Methods Mol Biol. 2006;320:149-152. doi: 10.1385/1-59259-998-2:149.,Waxman DJ,Methods Mol Biol,2006,2016/10/5,,,10.1385/1-59259-998-2:149
27699667,Thin-Layer Chromatography Analysis of Human CYP3A-Catalyzed Testosterone 6β-Hydroxylation,"Waxman DJ, Chang TK.",Methods Mol Biol. 2006;320:133-141. doi: 10.1385/1-59259-998-2:133.,Waxman DJ,Methods Mol Biol,2006,2016/10/5,,,10.1385/1-59259-998-2:133
27699666,High-Performance Liquid Chromatography Analysis of CYP2C8-Catalyzed Paclitaxel 6α-Hydroxylation,"Crespi CL, Chang TK, Waxman DJ.",Methods Mol Biol. 2006;320:103-107. doi: 10.1385/1-59259-998-2:103.,Crespi CL,Methods Mol Biol,2006,2016/10/5,,,10.1385/1-59259-998-2:103
16380383,Cytochrome P-450 4F18 is the leukotriene B4 omega-1/omega-2 hydroxylase in mouse polymorphonuclear leukocytes: identification as the functional orthologue of human polymorphonuclear leukocyte CYP4F3A in the down-regulation of responses to LTB4,"Christmas P, Tolentino K, Primo V, Berry KZ, Murphy RC, Chen M, Lee DM, Soberman RJ.",J Biol Chem. 2006 Mar 17;281(11):7189-96. doi: 10.1074/jbc.M513101200. Epub 2005 Dec 27.,Christmas P,J Biol Chem,2006,2005/12/29,,,10.1074/jbc.M513101200
16317545,Molecular characterization of cytochrome P450 genes in the polycyclic aromatic hydrocarbon degrading Mycobacterium vanbaalenii PYR-1,"Brezna B, Kweon O, Stingley RL, Freeman JP, Khan AA, Polek B, Jones RC, Cerniglia CE.",Appl Microbiol Biotechnol. 2006 Jul;71(4):522-32. doi: 10.1007/s00253-005-0190-8. Epub 2005 Nov 30.,Brezna B,Appl Microbiol Biotechnol,2006,2005/12/1,,,10.1007/s00253-005-0190-8
16267627,Cancer treatment and pharmacogenetics of cytochrome P450 enzymes,van Schaik RH.,Invest New Drugs. 2005 Dec;23(6):513-22. doi: 10.1007/s10637-005-4019-1.,van Schaik RH,Invest New Drugs,2005,2005/11/4,,,10.1007/s10637-005-4019-1
16219483,Melatonin,"Hardeland R, Pandi-Perumal SR, Cardinali DP.",Int J Biochem Cell Biol. 2006 Mar;38(3):313-6. doi: 10.1016/j.biocel.2005.08.020. Epub 2005 Sep 27.,Hardeland R,Int J Biochem Cell Biol,2006,2005/10/13,,,10.1016/j.biocel.2005.08.020
16207150,Screening CYP3A single nucleotide polymorphisms in a Han Chinese population with a genotyping chip,"Liu CH, Peck K, Huang JD, Lin MS, Wang CH, Hsu WP, Wang HW, Lee HL, Lai ML.",Pharmacogenomics. 2005 Oct;6(7):731-47. doi: 10.2217/14622416.6.7.731.,Liu CH,Pharmacogenomics,2005,2005/10/7,,,10.2217/14622416.6.7.731
16198303,Heme-thiolate proteins,Omura T.,Biochem Biophys Res Commun. 2005 Dec 9;338(1):404-9. doi: 10.1016/j.bbrc.2005.08.267. Epub 2005 Sep 15.,Omura T,Biochem Biophys Res Commun,2005,2005/10/4,,,10.1016/j.bbrc.2005.08.267
16177242,"Induction of cytochrome P450 1A5 mRNA, protein and enzymatic activities by dioxin-like compounds, and congener-specific metabolism and sequestration in the liver of wild jungle crow (Corvus macrorhynchos) from Tokyo, Japan","Watanabe MX, Iwata H, Okamoto M, Kim EY, Yoneda K, Hashimoto T, Tanabe S.",Toxicol Sci. 2005 Dec;88(2):384-99. doi: 10.1093/toxsci/kfi326. Epub 2005 Sep 21.,Watanabe MX,Toxicol Sci,2005,2005/9/24,,,10.1093/toxsci/kfi326
16176600,"Chinese soft-shelled turtle egg powder lowers serum cholesterol, increases faecal neutral steroids and bile acid excretion, and up-regulates liver cytochrome P450 mRNA level in rats","Huanling Y, Yong L, Junbo W, Liping Z, Weixing Y.",Br J Nutr. 2005 Sep;94(3):315-20. doi: 10.1079/bjn20051485.,Huanling Y,Br J Nutr,2005,2005/9/24,,,10.1079/bjn20051485
16175141,Pharmacokinetics and pharmacodynamics in clinical use of scopolamine,"Renner UD, Oertel R, Kirch W.",Ther Drug Monit. 2005 Oct;27(5):655-65. doi: 10.1097/01.ftd.0000168293.48226.57.,Renner UD,Ther Drug Monit,2005,2005/9/22,,,10.1097/01.ftd.0000168293.48226.57
15993850,A novel CYP2A6*20 allele found in African-American population produces a truncated protein lacking enzymatic activity,"Fukami T, Nakajima M, Higashi E, Yamanaka H, McLeod HL, Yokoi T.",Biochem Pharmacol. 2005 Sep 1;70(5):801-8. doi: 10.1016/j.bcp.2005.05.029.,Fukami T,Biochem Pharmacol,2005,2005/7/5,,,10.1016/j.bcp.2005.05.029
15986701,Electron-transfer reactions and functionalization of cytochrome P450cam monooxygenase system in reverse micelles,"Ichinose H, Michizoe J, Maruyama T, Kamiya N, Goto M.",Langmuir. 2004 Jun 22;20(13):5564-8. doi: 10.1021/la049752n.,Ichinose H,Langmuir,2004,2005/7/1,,,10.1021/la049752n
15986113,Risk of non-small cell lung cancer and the cytochrome P4501A1 Ile462Val polymorphism,"Larsen JE, Colosimo ML, Yang IA, Bowman R, Zimmerman PV, Fong KM.",Cancer Causes Control. 2005 Jun;16(5):579-85. doi: 10.1007/s10552-004-7842-3.,Larsen JE,Cancer Causes Control,2005,2005/6/30,,,10.1007/s10552-004-7842-3
15948581,Phase I xenobiotic metabolic systems in plants,"Komives T, Gullner G.",Z Naturforsch C J Biosci. 2005 Mar-Apr;60(3-4):179-85.,Komives T,Z Naturforsch C J Biosci,2005,2005/6/14,,,
15943915,"A continuous spectrophotometric assay for NADPH-cytochrome P450 reductase activity using 3-(4,5-dimethylthiazol-2-yl)-2,5-diphenyltetrazolium bromide","Yim SK, Yun CH, Ahn T, Jung HC, Pan JG.",J Biochem Mol Biol. 2005 May 31;38(3):366-9. doi: 10.5483/bmbrep.2005.38.3.366.,Yim SK,J Biochem Mol Biol,2005,2005/6/10,,,10.5483/bmbrep.2005.38.3.366
15903124,Identification and phenotype characterization of two CYP3A haplotypes causing different enzymatic capacity in fetal livers,"Rodríguez-Antona C, Jande M, Rane A, Ingelman-Sundberg M.",Clin Pharmacol Ther. 2005 Apr;77(4):259-70. doi: 10.1016/j.clpt.2004.11.003.,Rodríguez-Antona C,Clin Pharmacol Ther,2005,2005/5/21,,,10.1016/j.clpt.2004.11.003
